"INSTRUCTIONID"|"ENTRYDATE"|"FILESTATUS"|"TOTAL_NUMBER_OF_PAYMENTS"|"PAYMENTSCOMPLETED"|"PAYMENTSREJECTED"|"PAYMENTSPENDING"|"FILEPROCESSINGSERVER"|"FILEHASH"|"FIELDHASH"|"DESCRIPTION"|"OPTIMIZEDSTORAGE"|"ISDATACOMPUTATION"|"TRANSPORTTYPE"|"TRANSPORTNAME"|"TRANSPORTINFO"|"INPUTREFERENCECODE"|"INSTRUCTIONTYPE"|"PARTYCODE"|"SERVICECODE"|"DEPARTMENTCODE"|"OFFICECODE"|"BRANCHCODE"|"UNSTRUCTUREDINFO"|"FILEMETADATA"|"ORIGINSTRID"|"RELATEDINSTRUCTIONID"|"RELATIONSHIP"|"ENCRYPTEDINSTRUCTIONID"|"SOURCEREFERENCECODE"|"INSTRUCTIONFORMAT"|"ORIGINALINSTRUCTIONREFERENCEID"|"INSTRUCTIONFIELDLIST"|"ORIGINALINSTRUCTIONKEY"|"MESSAGEORIGIN"|"CONTROLSUM"|"BATCHESRECEIVED"|"BATCHESCOMPLETED"|"BATCHESREJECTED"|"BATCHESPENDING"|"FILEMATCHINGSTATUS"|"INPUTHEADERSLIST"|"ORIGINAL_FINANCIAL_ENTITY_NAME"|"CREDIT_VALUE"|"DEBIT_VALUE"|"CYCLE"|"REGISTRO_DE_ENCABEZADO_ARCHIVO"|"REGISTRO_DE_CONTROL_DE_ARCHIVO"|"RJCTFLGFORSOFT"|"FILENAME"|"UPLOADEDBY"|"VALUEDEBITSORIGINALFILE"|"VALUECREDITSORIGINALFILE"|"VALUEDEBITSDONOTREQUIREAUTH"|"VALUEAUTHORIZEDDEBITS"|"VALUEDEBITSPROCESSED"|"VALUEDEBITSREQUIREAUTH"|"VALUECREDITSREQUIREAUTH"|"VALUECREDITSDONOTREQUIREAUTH"|"VALUEAUTHORIZEDCREDITS"|"VALUECREDITSPROCESSED"
"106621"|06-JUL-22 03.28.20.157000000 PM|"COMPLETED"|25067|25064|3|13|"c5ee1e95d496"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001001.002.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001001.002.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:28:20.141"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""svalle@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANBOGOTA_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANBOGOTA_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANBOGOTA"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"77c6ed18-ec76-4e15-975e-3fdb1bab0822"|""||12744|12744|||""|(BLOB)|"BOGOTA"|335988905501.76|112122378|"20220705-1"|(BLOB)|(BLOB)||"0001001.002.1.env"|"svalle@achcolombia.com.co"|"112122378.0"|"335988905501.76"|112122378|0|112122378|0|61402613520|124273361633.76|61402613520|185675975153.76
"106622"|06-JUL-22 03.29.00.253000000 PM|"COMPLETED"|15|15|0|0|"c5ee1e95d496"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001001.003.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001001.003.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:29:00.252"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""svalle@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANBOGOTA_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANBOGOTA_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANBOGOTA"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"4716a013-6d2f-48b6-94be-c39ee901da6e"|""||14|14|||""|(BLOB)|"BOGOTA"|0|0|"20220705-1"|(BLOB)|(BLOB)||"0001001.003.1.env"|"svalle@achcolombia.com.co"|"0.0"|"0.0"|0|0|0|0|0|0|0|0
"106610"|06-JUL-22 03.35.24.756000000 PM|"COMPLETED"|29|29|0|0|"0196be213cfd"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001551.001.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001551.001.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:35:24.754"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""kdelgadillo@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANDAVIPLATA_SETTLEMENT_NACHAM""
        }
    ]
}"|"BANDAVIPLATA_SETTLEMENT_NACHAM"|"Payment Instruction"|"BANDAVIPLATA"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"d69e041d-acea-4a3f-99aa-9c83f9572d44"|""||16|16|||""|(BLOB)|"DAVIPLATA"|1297512|0|"20220705-1"|(BLOB)|(BLOB)||"0001551.001.1.env"|"kdelgadillo@achcolombia.com.co"|"0.0"|"1297512.0"|0|0|0|0|0|1297512|0|1297512
"106628"|06-JUL-22 03.35.38.147000000 PM|"COMPLETED"|2331|2331|0|0|"c5ee1e95d496"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001009.002.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001009.002.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:35:38.146"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""svalle@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANCITIBAN_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANCITIBAN_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANCITIBAN"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"414c542a-86b9-49f3-a2e8-0a1f457f63d4"|""||5|5|||""|(BLOB)|"CITIBANK"|1212530086.15|0|"20220705-1"|(BLOB)|(BLOB)||"0001009.002.1.env"|"svalle@achcolombia.com.co"|"0.0"|"1212530086.15"|0|0|0|0|0|1212530086.15|0|1212530086.15
"106611"|06-JUL-22 03.36.53.971000000 PM|"COMPLETED"|835|834|1|0|"0196be213cfd"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001012.022.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001012.022.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:36:53.968"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""svalle@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANSUDAMER_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANSUDAMER_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANSUDAMER"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"28b53861-ccf9-43a7-9f3a-39323c3d9298"|""||684|684|||""|(BLOB)|"SUDAMERIS"|976762980.1|0|"20220705-1"|(BLOB)|(BLOB)||"0001012.022.1.env"|"svalle@achcolombia.com.co"|"0.0"|"976762980.1"|0|0|0|0|0|976206980.1|0|976206980.1
"106612"|06-JUL-22 03.37.53.344000000 PM|"COMPLETED"|253|253|0|0|"0196be213cfd"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001059.001.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001059.001.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:37:53.342"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""vgaviria@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANBANCAMI_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANBANCAMI_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANBANCAMI"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"1fd0559b-54bf-4429-9499-1d1d0ef1011e"|""||191|191|||""|(BLOB)|"BANCAMIA"|220016433|0|"20220705-1"|(BLOB)|(BLOB)||"0001059.001.1.env"|"vgaviria@achcolombia.com.co"|"0.0"|"220016433.0"|0|0|0|0|0|220016433|0|220016433
"106631"|06-JUL-22 03.39.05.333000000 PM|"COMPLETED"|3991|3967|24|0|"c5ee1e95d496"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001061.002.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001061.002.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:39:05.328"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""vgaviria@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANBANCOOMEVA_SETTLEMENT_NACHAM""
        }
    ]
}"|"BANBANCOOMEVA_SETTLEMENT_NACHAM"|"Payment Instruction"|"BANBANCOOMEVA"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"2225b1f3-89c3-48ca-86da-5b6159576d66"|""||3181|3181|||""|(BLOB)|"BANCOOMEVA"|4283939304|3541153263|"20220705-1"|(BLOB)|(BLOB)||"0001061.002.1.env"|"vgaviria@achcolombia.com.co"|"3541153263.0"|"4283939304.0"|3530781932|0|3530781932|0|0|4283939304|0|4283939304
"106632"|06-JUL-22 03.39.11.197000000 PM|"COMPLETED"|19|19|0|0|"c5ee1e95d496"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001061.003.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001061.003.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:39:11.196"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""vgaviria@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANBANCOOMEVA_SETTLEMENT_NACHAM""
        }
    ]
}"|"BANBANCOOMEVA_SETTLEMENT_NACHAM"|"Payment Instruction"|"BANBANCOOMEVA"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"539471d1-f362-4906-8afd-ce861c2a4886"|""||14|14|||""|(BLOB)|"BANCOOMEVA"|623328655.66|0|"20220705-1"|(BLOB)|(BLOB)||"0001061.003.1.env"|"vgaviria@achcolombia.com.co"|"0.0"|"623328655.66"|0|0|0|0|0|623328655.66|0|623328655.66
"106625"|06-JUL-22 03.34.13.636000000 PM|"COMPLETED"|6993|6993|0|0|"c5ee1e95d496"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001006.001.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001006.001.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:34:13.630"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""svalle@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANITAU_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANITAU_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANITAU"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"2bdeae44-9e73-400c-a467-90e753774b48"|""||5312|5312|||""|(BLOB)|"ITAU"|13384058150.91|0|"20220705-1"|(BLOB)|(BLOB)||"0001006.001.1.env"|"svalle@achcolombia.com.co"|"0.0"|"13384058150.91"|0|0|0|0|0|13384058150.91|0|13384058150.91
"106629"|06-JUL-22 03.36.33.321000000 PM|"COMPLETED"|975|975|0|0|"c5ee1e95d496"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001012.021.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001012.021.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:36:33.316"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""svalle@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANSUDAMER_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANSUDAMER_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANSUDAMER"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"30e651c4-dd25-4314-9ebc-a59ac911042c"|""||79|79|||""|(BLOB)|"SUDAMERIS"|4373471185.04|0|"20220705-1"|(BLOB)|(BLOB)||"0001012.021.1.env"|"svalle@achcolombia.com.co"|"0.0"|"4373471185.04"|0|0|0|0|0|4373471185.04|0|4373471185.04
"106609"|06-JUL-22 03.35.15.838000000 PM|"COMPLETED"|8|8|0|0|"0196be213cfd"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001053.001.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001053.001.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:35:15.835"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""vgaviria@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANBANCOW_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANBANCOW_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANBANCOW"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"ab1e2a2c-51d0-44ce-9564-b363f896602c"|""||6|6|||""|(BLOB)|"BANCO W S.A."|25151264|0|"20220705-1"|(BLOB)|(BLOB)||"0001053.001.1.env"|"vgaviria@achcolombia.com.co"|"0.0"|"25151264.0"|0|0|0|0|0|25151264|0|25151264
"106630"|06-JUL-22 03.38.23.373000000 PM|"COMPLETED"|1|1|0|0|"c5ee1e95d496"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001060.001.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001060.001.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:38:23.368"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""vgaviria@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANPICHINCHA_SETTLEMENT_NACHAM""
        }
    ]
}"|"BANPICHINCHA_SETTLEMENT_NACHAM"|"Payment Instruction"|"BANPICHINCHA"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"65a8279c-1c4c-4958-8205-63142190abbc"|""||1|1|||""|(BLOB)|"PICHINCHA"|0|0|"20220705-1"|(BLOB)|(BLOB)||"0001060.001.1.env"|"vgaviria@achcolombia.com.co"|"0.0"|"0.0"|0|0|0|0|0|0|0|0
"106613"|06-JUL-22 03.38.31.292000000 PM|"COMPLETED"|47|47|0|0|"0196be213cfd"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001013.001.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001013.001.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:38:31.290"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""svalle@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANBBVA_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANBBVA_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANBBVA"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"825a5f5d-48c3-4b69-a2d8-ca1f9dc0bf5d"|""||41|41|||""|(BLOB)|"BBVA"|135583460|0|"20220705-1"|(BLOB)|(BLOB)||"0001013.001.1.env"|"svalle@achcolombia.com.co"|"0.0"|"135583460.0"|0|0|0|0|0|135583460|0|135583460
"106614"|06-JUL-22 03.38.33.064000000 PM|"COMPLETED"|453|453|0|0|"0196be213cfd"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001060.002.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001060.002.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:38:33.061"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""vgaviria@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANPICHINCHA_SETTLEMENT_NACHAM""
        }
    ]
}"|"BANPICHINCHA_SETTLEMENT_NACHAM"|"Payment Instruction"|"BANPICHINCHA"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"fc28784b-6e96-4e64-8c20-b70d4c0a3e24"|""||140|140|||""|(BLOB)|"PICHINCHA"|953065972.32|0|"20220705-1"|(BLOB)|(BLOB)||"0001060.002.1.env"|"vgaviria@achcolombia.com.co"|"0.0"|"953065972.32"|0|0|0|0|0|953065972.32|0|953065972.32
"106615"|06-JUL-22 03.39.18.748000000 PM|"COMPLETED"|7548|7548|0|0|"0196be213cfd"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001013.002.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001013.002.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:39:18.747"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""svalle@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANBBVA_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANBBVA_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANBBVA"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"28bfc9cc-751a-483b-a986-855745b8e9b3"|""||503|503|||""|(BLOB)|"BBVA"|27634325466.3|0|"20220705-1"|(BLOB)|(BLOB)||"0001013.002.1.env"|"svalle@achcolombia.com.co"|"0.0"|"27634325466.3"|0|0|0|0|0|27634325466.3|0|27634325466.3
"106616"|06-JUL-22 03.39.31.503000000 PM|"COMPLETED"|3357|3357|0|0|"0196be213cfd"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001062.001.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001062.001.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:39:31.500"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""vgaviria@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANFALABELLA_PSE_NACHAM""
        }
    ]
}"|"BANFALABELLA_PSE_NACHAM"|"Payment Instruction"|"BANFALABELLA"|"PSE"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"e321aabb-a96f-4af1-a3e4-5f8950cba21e"|""||3238|3238|||""|(BLOB)|"FALABELLA"|4867064055|0|"20220705-1"|(BLOB)|(BLOB)||"0001062.001.1.env"|"vgaviria@achcolombia.com.co"|"0.0"|"4867064055.0"|0|0|0|0|0|4867064055|0|4867064055
"106633"|06-JUL-22 03.40.38.559000000 PM|"REJECTED"|0|0|0|0|"c5ee1e95d496"|""|""|"D27:La línea tiene Caracteres Especiales en el encabezado de lote o en la transacción.(línea: 86764)|"|1|""|"UPLOAD"|"0001013.003.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001013.003.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:40:38.554"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""svalle@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANBBVA_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANBBVA_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANBBVA"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|""|""|""|"e79d46ec-91a5-4164-b4fa-3a11b533845d"|""||||||""|(BLOB)|""|||"20220705-1"|(BLOB)|(BLOB)||"0001013.003.1.env"|""|""|""||||||||
"106634"|06-JUL-22 03.43.28.308000000 PM|"COMPLETED"|8|8|0|0|"c5ee1e95d496"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001014.001.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001014.001.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:43:28.303"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""svalle@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANITAU*_SETTLEMENT_NACHAM""
        }
    ]
}"|"BANITAU*_SETTLEMENT_NACHAM"|"Payment Instruction"|"BANITAU*"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"c4f90a30-b0b1-4d77-8572-f8ca55f78526"|""||8|8|||""|(BLOB)|"ITAU*"|150000|0|"20220705-1"|(BLOB)|(BLOB)||"0001014.001.1.env"|"svalle@achcolombia.com.co"|"0.0"|"150000.0"|0|0|0|0|0|150000|0|150000
"106636"|06-JUL-22 03.44.24.465000000 PM|"COMPLETED"|6|6|0|0|"c5ee1e95d496"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001558.002.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001558.002.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:44:24.459"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""kdelgadillo@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANCREDIFIN_SETTLEMENT_NACHAM""
        }
    ]
}"|"BANCREDIFIN_SETTLEMENT_NACHAM"|"Payment Instruction"|"BANCREDIFIN"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"89c59217-f6a2-4cb0-a329-86e05ad5f68a"|""||6|6|||""|(BLOB)|"CREDIFINANCIERA"|18437650|0|"20220705-1"|(BLOB)|(BLOB)||"0001558.002.1.env"|"kdelgadillo@achcolombia.com.co"|"0.0"|"18437650.0"|0|0|0|0|0|18437650|0|18437650
"106637"|06-JUL-22 03.44.48.909000000 PM|"COMPLETED"|97|97|0|0|"c5ee1e95d496"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001019.001.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001019.001.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:44:48.904"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""svalle@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANCOLPATR_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANCOLPATR_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANCOLPATR"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"3b4ac531-7aae-422f-8871-d51882d7a7e5"|""||56|56|||""|(BLOB)|"COLPATRIA"|179947626.4|10963707|"20220705-1"|(BLOB)|(BLOB)||"0001019.001.1.env"|"svalle@achcolombia.com.co"|"10963707.0"|"179947626.4"|10963707|0|10963707|0|0|179947626.4|0|179947626.4
"106617"|06-JUL-22 03.44.09.521000000 PM|"COMPLETED"|6|6|0|0|"0196be213cfd"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001558.001.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001558.001.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:44:09.519"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""kdelgadillo@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANCREDIFIN_SETTLEMENT_NACHAM""
        }
    ]
}"|"BANCREDIFIN_SETTLEMENT_NACHAM"|"Payment Instruction"|"BANCREDIFIN"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"76449567-d6e5-4dc4-a821-0fc5fa6a02fd"|""||6|6|||""|(BLOB)|"CREDIFINANCIERA"|9206760|0|"20220705-1"|(BLOB)|(BLOB)||"0001558.001.1.env"|"kdelgadillo@achcolombia.com.co"|"0.0"|"9206760.0"|0|0|0|0|0|9206760|0|9206760
